Time,Verhicle Numbers(t),Verhicle Numbers(t-1),Verhicle Numbers(t-2),Verhicle Numbers(t-3),Verhicle Numbers(t-4)
2021-07-12 09:00:00,629,927,457,915,375
2021-07-12 09:05:00,596,629,927,457,915
2021-07-12 09:10:00,23,596,629,927,457
2021-07-12 09:15:00,292,23,596,629,927
2021-07-12 09:20:00,882,292,23,596,629
2021-07-12 09:25:00,703,882,292,23,596
2021-07-12 09:30:00,43,703,882,292,23
2021-07-12 09:35:00,235,43,703,882,292
2021-07-12 09:40:00,856,235,43,703,882
2021-07-12 09:45:00,975,856,235,43,703
2021-07-12 09:50:00,439,975,856,235,43
2021-07-12 09:55:00,391,439,975,856,235
2021-07-12 10:00:00,152,391,439,975,856
2021-07-12 10:05:00,425,152,391,439,975
2021-07-12 10:10:00,756,425,152,391,439
2021-07-12 10:15:00,504,756,425,152,391
2021-07-12 10:20:00,552,504,756,425,152
2021-07-12 10:25:00,132,552,504,756,425
2021-07-12 10:30:00,959,132,552,504,756
2021-07-12 10:35:00,408,959,132,552,504
2021-07-12 10:40:00,716,408,959,132,552
2021-07-12 10:45:00,114,716,408,959,132
2021-07-12 10:50:00,345,114,716,408,959
2021-07-12 10:55:00,397,345,114,716,408
2021-07-12 11:00:00,65,397,345,114,716
2021-07-12 11:05:00,759,65,397,345,114
2021-07-12 11:10:00,662,759,65,397,345
2021-07-12 11:15:00,141,662,759,65,397
2021-07-12 11:20:00,570,141,662,759,65
2021-07-12 11:25:00,336,570,141,662,759
2021-07-12 11:30:00,526,336,570,141,662
2021-07-12 11:35:00,97,526,336,570,141
2021-07-12 11:40:00,106,97,526,336,570
2021-07-12 11:45:00,648,106,97,526,336
2021-07-12 11:50:00,315,648,106,97,526
2021-07-12 11:55:00,871,315,648,106,97
2021-07-12 12:00:00,725,871,315,648,106
2021-07-12 12:05:00,791,725,871,315,648
2021-07-12 12:10:00,718,791,725,871,315
2021-07-12 12:15:00,839,718,791,725,871
2021-07-12 12:20:00,29,839,718,791,725
2021-07-12 12:25:00,805,29,839,718,791
2021-07-12 12:30:00,221,805,29,839,718
2021-07-12 12:35:00,278,221,805,29,839
2021-07-12 12:40:00,180,278,221,805,29
2021-07-12 12:45:00,859,180,278,221,805
2021-07-12 12:50:00,96,859,180,278,221
2021-07-12 12:55:00,198,96,859,180,278
2021-07-12 13:00:00,686,198,96,859,180
2021-07-12 13:05:00,316,686,198,96,859
2021-07-12 13:10:00,58,316,686,198,96
2021-07-12 13:15:00,65,58,316,686,198
2021-07-12 13:20:00,516,65,58,316,686
2021-07-12 13:25:00,762,516,65,58,316
2021-07-12 13:30:00,869,762,516,65,58
2021-07-12 13:35:00,554,869,762,516,65
2021-07-12 13:40:00,619,554,869,762,516
2021-07-12 13:45:00,997,619,554,869,762
2021-07-12 13:50:00,288,997,619,554,869
2021-07-12 13:55:00,106,288,997,619,554
2021-07-12 14:00:00,222,106,288,997,619
2021-07-12 14:05:00,417,222,106,288,997
2021-07-12 14:10:00,336,417,222,106,288
2021-07-12 14:15:00,176,336,417,222,106
2021-07-12 14:20:00,279,176,336,417,222
2021-07-12 14:25:00,918,279,176,336,417
2021-07-12 14:30:00,697,918,279,176,336
2021-07-12 14:35:00,544,697,918,279,176
2021-07-12 14:40:00,460,544,697,918,279
2021-07-12 14:45:00,18,460,544,697,918
2021-07-12 14:50:00,668,18,460,544,697
2021-07-12 14:55:00,431,668,18,460,544
2021-07-12 15:00:00,357,431,668,18,460
2021-07-12 15:05:00,890,357,431,668,18
2021-07-12 15:10:00,184,890,357,431,668
2021-07-12 15:15:00,374,184,890,357,431
2021-07-12 15:20:00,417,374,184,890,357
2021-07-12 15:25:00,933,417,374,184,890
2021-07-12 15:30:00,9,933,417,374,184
2021-07-12 15:35:00,598,9,933,417,374
2021-07-12 15:40:00,119,598,9,933,417
2021-07-12 15:45:00,680,119,598,9,933
2021-07-12 15:50:00,976,680,119,598,9
2021-07-12 15:55:00,724,976,680,119,598
2021-07-12 16:00:00,945,724,976,680,119
2021-07-12 16:05:00,860,945,724,976,680
2021-07-12 16:10:00,702,860,945,724,976
2021-07-12 16:15:00,148,702,860,945,724
2021-07-12 16:20:00,83,148,702,860,945
2021-07-12 16:25:00,591,83,148,702,860
2021-07-12 16:30:00,243,591,83,148,702
2021-07-12 16:35:00,766,243,591,83,148
2021-07-12 16:40:00,865,766,243,591,83
2021-07-12 16:45:00,265,865,766,243,591
2021-07-12 16:50:00,878,265,865,766,243
2021-07-12 16:55:00,640,878,265,865,766
2021-07-12 17:00:00,252,640,878,265,865
2021-07-12 17:05:00,638,252,640,878,265
2021-07-12 17:10:00,668,638,252,640,878
2021-07-12 17:15:00,625,668,638,252,640
2021-07-12 17:20:00,202,625,668,638,252
2021-07-12 17:25:00,584,202,625,668,638
2021-07-12 17:30:00,839,584,202,625,668
2021-07-12 17:35:00,393,839,584,202,625
2021-07-12 17:40:00,653,393,839,584,202
2021-07-12 17:45:00,518,653,393,839,584
2021-07-12 17:50:00,814,518,653,393,839
2021-07-12 17:55:00,751,814,518,653,393
2021-07-12 18:00:00,595,751,814,518,653
2021-07-12 18:05:00,381,595,751,814,518
2021-07-12 18:10:00,641,381,595,751,814
2021-07-12 18:15:00,784,641,381,595,751
2021-07-12 18:20:00,956,784,641,381,595
2021-07-12 18:25:00,446,956,784,641,381
2021-07-12 18:30:00,594,446,956,784,641
2021-07-12 18:35:00,134,594,446,956,784
2021-07-12 18:40:00,7,134,594,446,956
2021-07-12 18:45:00,460,7,134,594,446
2021-07-12 18:50:00,610,460,7,134,594
2021-07-12 18:55:00,737,610,460,7,134
2021-07-12 19:00:00,861,737,610,460,7
2021-07-12 19:05:00,787,861,737,610,460
2021-07-12 19:10:00,817,787,861,737,610
2021-07-12 19:15:00,355,817,787,861,737
2021-07-12 19:20:00,364,355,817,787,861
2021-07-12 19:25:00,70,364,355,817,787
2021-07-12 19:30:00,804,70,364,355,817
2021-07-12 19:35:00,469,804,70,364,355
2021-07-12 19:40:00,493,469,804,70,364
2021-07-12 19:45:00,357,493,469,804,70
2021-07-12 19:50:00,853,357,493,469,804
2021-07-12 19:55:00,416,853,357,493,469
2021-07-12 20:00:00,226,416,853,357,493
2021-07-12 20:05:00,151,226,416,853,357
2021-07-12 20:10:00,527,151,226,416,853
2021-07-12 20:15:00,711,527,151,226,416
2021-07-12 20:20:00,81,711,527,151,226
2021-07-12 20:25:00,590,81,711,527,151
2021-07-12 20:30:00,1,590,81,711,527
2021-07-12 20:35:00,729,1,590,81,711
2021-07-12 20:40:00,344,729,1,590,81
2021-07-12 20:45:00,11,344,729,1,590
2021-07-12 20:50:00,299,11,344,729,1
2021-07-12 20:55:00,5,299,11,344,729
2021-07-12 21:00:00,452,5,299,11,344
2021-07-12 21:05:00,944,452,5,299,11
2021-07-12 21:10:00,228,944,452,5,299
2021-07-12 21:15:00,569,228,944,452,5
2021-07-12 21:20:00,285,569,228,944,452
2021-07-12 21:25:00,8,285,569,228,944
2021-07-12 21:30:00,529,8,285,569,228
2021-07-12 21:35:00,76,529,8,285,569
2021-07-12 21:40:00,720,76,529,8,285
2021-07-12 21:45:00,840,720,76,529,8
2021-07-12 21:50:00,836,840,720,76,529
2021-07-12 21:55:00,718,836,840,720,76
2021-07-12 22:00:00,981,718,836,840,720
2021-07-12 22:05:00,981,981,718,836,840
2021-07-12 22:10:00,83,981,981,718,836
2021-07-12 22:15:00,156,83,981,981,718
2021-07-12 22:20:00,812,156,83,981,981
2021-07-12 22:25:00,841,812,156,83,981
2021-07-12 22:30:00,883,841,812,156,83
2021-07-12 22:35:00,660,883,841,812,156
2021-07-12 22:40:00,454,660,883,841,812
2021-07-12 22:45:00,425,454,660,883,841
2021-07-12 22:50:00,44,425,454,660,883
2021-07-12 22:55:00,194,44,425,454,660
2021-07-12 23:00:00,421,194,44,425,454
2021-07-12 23:05:00,119,421,194,44,425
2021-07-12 23:10:00,878,119,421,194,44
2021-07-12 23:15:00,141,878,119,421,194
2021-07-12 23:20:00,961,141,878,119,421
2021-07-12 23:25:00,770,961,141,878,119
2021-07-12 23:30:00,853,770,961,141,878
2021-07-12 23:35:00,647,853,770,961,141
2021-07-12 23:40:00,474,647,853,770,961
2021-07-12 23:45:00,83,474,647,853,770
2021-07-12 23:50:00,432,83,474,647,853
2021-07-12 23:55:00,706,432,83,474,647
2021-07-13 00:00:00,822,706,432,83,474
2021-07-13 00:05:00,693,822,706,432,83
2021-07-13 00:10:00,775,693,822,706,432
2021-07-13 00:15:00,185,775,693,822,706
2021-07-13 00:20:00,564,185,775,693,822
2021-07-13 00:25:00,271,564,185,775,693
2021-07-13 00:30:00,661,271,564,185,775
2021-07-13 00:35:00,129,661,271,564,185
2021-07-13 00:40:00,819,129,661,271,564
2021-07-13 00:45:00,578,819,129,661,271
2021-07-13 00:50:00,165,578,819,129,661
2021-07-13 00:55:00,527,165,578,819,129
2021-07-13 01:00:00,57,527,165,578,819
2021-07-13 01:05:00,325,57,527,165,578
2021-07-13 01:10:00,736,325,57,527,165
2021-07-13 01:15:00,482,736,325,57,527
2021-07-13 01:20:00,828,482,736,325,57
2021-07-13 01:25:00,616,828,482,736,325
2021-07-13 01:30:00,342,616,828,482,736
2021-07-13 01:35:00,23,342,616,828,482
2021-07-13 01:40:00,605,23,342,616,828
2021-07-13 01:45:00,643,605,23,342,616
2021-07-13 01:50:00,934,643,605,23,342
2021-07-13 01:55:00,108,934,643,605,23
2021-07-13 02:00:00,637,108,934,643,605
2021-07-13 02:05:00,526,637,108,934,643
2021-07-13 02:10:00,972,526,637,108,934
2021-07-13 02:15:00,401,972,526,637,108
2021-07-13 02:20:00,867,401,972,526,637
2021-07-13 02:25:00,994,867,401,972,526
2021-07-13 02:30:00,685,994,867,401,972
2021-07-13 02:35:00,90,685,994,867,401
2021-07-13 02:40:00,74,90,685,994,867
2021-07-13 02:45:00,714,74,90,685,994
2021-07-13 02:50:00,602,714,74,90,685
2021-07-13 02:55:00,970,602,714,74,90
2021-07-13 03:00:00,247,970,602,714,74
2021-07-13 03:05:00,831,247,970,602,714
2021-07-13 03:10:00,984,831,247,970,602
2021-07-13 03:15:00,346,984,831,247,970
2021-07-13 03:20:00,896,346,984,831,247
2021-07-13 03:25:00,760,896,346,984,831
2021-07-13 03:30:00,49,760,896,346,984
2021-07-13 03:35:00,622,49,760,896,346
2021-07-13 03:40:00,59,622,49,760,896
2021-07-13 03:45:00,122,59,622,49,760
2021-07-13 03:50:00,143,122,59,622,49
2021-07-13 03:55:00,882,143,122,59,622
2021-07-13 04:00:00,293,882,143,122,59
2021-07-13 04:05:00,641,293,882,143,122
2021-07-13 04:10:00,111,641,293,882,143
2021-07-13 04:15:00,955,111,641,293,882
2021-07-13 04:20:00,835,955,111,641,293
2021-07-13 04:25:00,175,835,955,111,641
2021-07-13 04:30:00,903,175,835,955,111
2021-07-13 04:35:00,374,903,175,835,955
2021-07-13 04:40:00,741,374,903,175,835
2021-07-13 04:45:00,299,741,374,903,175
2021-07-13 04:50:00,858,299,741,374,903
2021-07-13 04:55:00,166,858,299,741,374
2021-07-13 05:00:00,625,166,858,299,741
2021-07-13 05:05:00,700,625,166,858,299
2021-07-13 05:10:00,770,700,625,166,858
2021-07-13 05:15:00,221,770,700,625,166
2021-07-13 05:20:00,722,221,770,700,625
2021-07-13 05:25:00,775,722,221,770,700
2021-07-13 05:30:00,602,775,722,221,770
2021-07-13 05:35:00,21,602,775,722,221
2021-07-13 05:40:00,620,21,602,775,722
2021-07-13 05:45:00,126,620,21,602,775
2021-07-13 05:50:00,263,126,620,21,602
2021-07-13 05:55:00,904,263,126,620,21
2021-07-13 06:00:00,55,904,263,126,620
2021-07-13 06:05:00,982,55,904,263,126
2021-07-13 06:10:00,525,982,55,904,263
2021-07-13 06:15:00,591,525,982,55,904
2021-07-13 06:20:00,683,591,525,982,55
2021-07-13 06:25:00,654,683,591,525,982
2021-07-13 06:30:00,216,654,683,591,525
2021-07-13 06:35:00,26,216,654,683,591
2021-07-13 06:40:00,107,26,216,654,683
2021-07-13 06:45:00,902,107,26,216,654
2021-07-13 06:50:00,567,902,107,26,216
2021-07-13 06:55:00,799,567,902,107,26
2021-07-13 07:00:00,613,799,567,902,107
2021-07-13 07:05:00,830,613,799,567,902
2021-07-13 07:10:00,774,830,613,799,567
2021-07-13 07:15:00,479,774,830,613,799
2021-07-13 07:20:00,78,479,774,830,613
2021-07-13 07:25:00,442,78,479,774,830
2021-07-13 07:30:00,165,442,78,479,774
2021-07-13 07:35:00,507,165,442,78,479
2021-07-13 07:40:00,828,507,165,442,78
2021-07-13 07:45:00,767,828,507,165,442
2021-07-13 07:50:00,245,767,828,507,165
2021-07-13 07:55:00,67,245,767,828,507
2021-07-13 08:00:00,76,67,245,767,828
2021-07-13 08:05:00,327,76,67,245,767
2021-07-13 08:10:00,234,327,76,67,245
2021-07-13 08:15:00,829,234,327,76,67
2021-07-13 08:20:00,104,829,234,327,76
2021-07-13 08:25:00,388,104,829,234,327
2021-07-13 08:30:00,983,388,104,829,234
2021-07-13 08:35:00,689,983,388,104,829
2021-07-13 08:40:00,700,689,983,388,104
2021-07-13 08:45:00,374,700,689,983,388
2021-07-13 08:50:00,533,374,700,689,983
2021-07-13 08:55:00,520,533,374,700,689
2021-07-13 09:00:00,173,520,533,374,700
2021-07-13 09:05:00,364,173,520,533,374
2021-07-13 09:10:00,906,364,173,520,533
2021-07-13 09:15:00,654,906,364,173,520
2021-07-13 09:20:00,26,654,906,364,173
2021-07-13 09:25:00,5,26,654,906,364
2021-07-13 09:30:00,945,5,26,654,906
2021-07-13 09:35:00,806,945,5,26,654
2021-07-13 09:40:00,922,806,945,5,26
2021-07-13 09:45:00,832,922,806,945,5
2021-07-13 09:50:00,743,832,922,806,945
2021-07-13 09:55:00,714,743,832,922,806
2021-07-13 10:00:00,64,714,743,832,922
2021-07-13 10:05:00,326,64,714,743,832
2021-07-13 10:10:00,982,326,64,714,743
2021-07-13 10:15:00,698,982,326,64,714
2021-07-13 10:20:00,978,698,982,326,64
2021-07-13 10:25:00,472,978,698,982,326
2021-07-13 10:30:00,276,472,978,698,982
2021-07-13 10:35:00,640,276,472,978,698
2021-07-13 10:40:00,826,640,276,472,978
2021-07-13 10:45:00,127,826,640,276,472
2021-07-13 10:50:00,892,127,826,640,276
2021-07-13 10:55:00,866,892,127,826,640
2021-07-13 11:00:00,359,866,892,127,826
2021-07-13 11:05:00,81,359,866,892,127
2021-07-13 11:10:00,792,81,359,866,892
2021-07-13 11:15:00,30,792,81,359,866
2021-07-13 11:20:00,283,30,792,81,359
2021-07-13 11:25:00,169,283,30,792,81
2021-07-13 11:30:00,887,169,283,30,792
2021-07-13 11:35:00,30,887,169,283,30
2021-07-13 11:40:00,307,30,887,169,283
2021-07-13 11:45:00,322,307,30,887,169
2021-07-13 11:50:00,535,322,307,30,887
2021-07-13 11:55:00,723,535,322,307,30
2021-07-13 12:00:00,58,723,535,322,307
2021-07-13 12:05:00,651,58,723,535,322
2021-07-13 12:10:00,579,651,58,723,535
2021-07-13 12:15:00,754,579,651,58,723
2021-07-13 12:20:00,349,754,579,651,58
2021-07-13 12:25:00,340,349,754,579,651
2021-07-13 12:30:00,861,340,349,754,579
2021-07-13 12:35:00,1,861,340,349,754
2021-07-13 12:40:00,452,1,861,340,349
2021-07-13 12:45:00,265,452,1,861,340
2021-07-13 12:50:00,459,265,452,1,861
2021-07-13 12:55:00,519,459,265,452,1
2021-07-13 13:00:00,27,519,459,265,452
2021-07-13 13:05:00,792,27,519,459,265
2021-07-13 13:10:00,836,792,27,519,459
2021-07-13 13:15:00,110,836,792,27,519
2021-07-13 13:20:00,156,110,836,792,27
2021-07-13 13:25:00,662,156,110,836,792
2021-07-13 13:30:00,220,662,156,110,836
2021-07-13 13:35:00,418,220,662,156,110
2021-07-13 13:40:00,604,418,220,662,156
2021-07-13 13:45:00,674,604,418,220,662
2021-07-13 13:50:00,754,674,604,418,220
2021-07-13 13:55:00,935,754,674,604,418
2021-07-13 14:00:00,803,935,754,674,604
2021-07-13 14:05:00,50,803,935,754,674
2021-07-13 14:10:00,177,50,803,935,754
2021-07-13 14:15:00,610,177,50,803,935
2021-07-13 14:20:00,346,610,177,50,803
2021-07-13 14:25:00,943,346,610,177,50
2021-07-13 14:30:00,372,943,346,610,177
2021-07-13 14:35:00,885,372,943,346,610
2021-07-13 14:40:00,79,885,372,943,346
2021-07-13 14:45:00,283,79,885,372,943
2021-07-13 14:50:00,219,283,79,885,372
2021-07-13 14:55:00,809,219,283,79,885
2021-07-13 15:00:00,244,809,219,283,79
2021-07-13 15:05:00,339,244,809,219,283
2021-07-13 15:10:00,543,339,244,809,219
2021-07-13 15:15:00,311,543,339,244,809
2021-07-13 15:20:00,138,311,543,339,244
2021-07-13 15:25:00,288,138,311,543,339
2021-07-13 15:30:00,125,288,138,311,543
2021-07-13 15:35:00,907,125,288,138,311
2021-07-13 15:40:00,160,907,125,288,138
2021-07-13 15:45:00,160,160,907,125,288
2021-07-13 15:50:00,773,160,160,907,125
2021-07-13 15:55:00,856,773,160,160,907
2021-07-13 16:00:00,2,856,773,160,160
2021-07-13 16:05:00,972,2,856,773,160
2021-07-13 16:10:00,837,972,2,856,773
2021-07-13 16:15:00,61,837,972,2,856
2021-07-13 16:20:00,178,61,837,972,2
2021-07-13 16:25:00,293,178,61,837,972
2021-07-13 16:30:00,790,293,178,61,837
2021-07-13 16:35:00,314,790,293,178,61
2021-07-13 16:40:00,320,314,790,293,178
2021-07-13 16:45:00,368,320,314,790,293
2021-07-13 16:50:00,671,368,320,314,790
2021-07-13 16:55:00,508,671,368,320,314
2021-07-13 17:00:00,247,508,671,368,320
2021-07-13 17:05:00,198,247,508,671,368
2021-07-13 17:10:00,690,198,247,508,671
2021-07-13 17:15:00,64,690,198,247,508
2021-07-13 17:20:00,998,64,690,198,247
2021-07-13 17:25:00,763,998,64,690,198
2021-07-13 17:30:00,409,763,998,64,690
2021-07-13 17:35:00,527,409,763,998,64
2021-07-13 17:40:00,682,527,409,763,998
2021-07-13 17:45:00,123,682,527,409,763
2021-07-13 17:50:00,734,123,682,527,409
2021-07-13 17:55:00,30,734,123,682,527
2021-07-13 18:00:00,423,30,734,123,682
2021-07-13 18:05:00,759,423,30,734,123
2021-07-13 18:10:00,748,759,423,30,734
2021-07-13 18:15:00,795,748,759,423,30
2021-07-13 18:20:00,833,795,748,759,423
2021-07-13 18:25:00,81,833,795,748,759
2021-07-13 18:30:00,996,81,833,795,748
2021-07-13 18:35:00,727,996,81,833,795
2021-07-13 18:40:00,108,727,996,81,833
2021-07-13 18:45:00,383,108,727,996,81
2021-07-13 18:50:00,629,383,108,727,996
2021-07-13 18:55:00,23,629,383,108,727
2021-07-13 19:00:00,269,23,629,383,108
2021-07-13 19:05:00,569,269,23,629,383
2021-07-13 19:10:00,937,569,269,23,629
2021-07-13 19:15:00,770,937,569,269,23
2021-07-13 19:20:00,507,770,937,569,269
2021-07-13 19:25:00,940,507,770,937,569
2021-07-13 19:30:00,442,940,507,770,937
2021-07-13 19:35:00,302,442,940,507,770
2021-07-13 19:40:00,48,302,442,940,507
2021-07-13 19:45:00,352,48,302,442,940
2021-07-13 19:50:00,362,352,48,302,442
2021-07-13 19:55:00,325,362,352,48,302
2021-07-13 20:00:00,646,325,362,352,48
2021-07-13 20:05:00,427,646,325,362,352
2021-07-13 20:10:00,378,427,646,325,362
2021-07-13 20:15:00,260,378,427,646,325
2021-07-13 20:20:00,810,260,378,427,646
2021-07-13 20:25:00,23,810,260,378,427
2021-07-13 20:30:00,961,23,810,260,378
2021-07-13 20:35:00,992,961,23,810,260
2021-07-13 20:40:00,558,992,961,23,810
2021-07-13 20:45:00,951,558,992,961,23
2021-07-13 20:50:00,296,951,558,992,961
2021-07-13 20:55:00,717,296,951,558,992
2021-07-13 21:00:00,323,717,296,951,558
2021-07-13 21:05:00,331,323,717,296,951
2021-07-13 21:10:00,344,331,323,717,296
2021-07-13 21:15:00,138,344,331,323,717
2021-07-13 21:20:00,794,138,344,331,323
2021-07-13 21:25:00,666,794,138,344,331
2021-07-13 21:30:00,81,666,794,138,344
2021-07-13 21:35:00,568,81,666,794,138
2021-07-13 21:40:00,337,568,81,666,794
2021-07-13 21:45:00,674,337,568,81,666
2021-07-13 21:50:00,772,674,337,568,81
2021-07-13 21:55:00,541,772,674,337,568
2021-07-13 22:00:00,973,541,772,674,337
2021-07-13 22:05:00,36,973,541,772,674
2021-07-13 22:10:00,397,36,973,541,772
2021-07-13 22:15:00,653,397,36,973,541
2021-07-13 22:20:00,497,653,397,36,973
2021-07-13 22:25:00,842,497,653,397,36
2021-07-13 22:30:00,145,842,497,653,397
2021-07-13 22:35:00,630,145,842,497,653
2021-07-13 22:40:00,94,630,145,842,497
2021-07-13 22:45:00,453,94,630,145,842
2021-07-13 22:50:00,241,453,94,630,145
2021-07-13 22:55:00,674,241,453,94,630
2021-07-13 23:00:00,6,674,241,453,94
2021-07-13 23:05:00,741,6,674,241,453
2021-07-13 23:10:00,737,741,6,674,241
2021-07-13 23:15:00,42,737,741,6,674
2021-07-13 23:20:00,376,42,737,741,6
2021-07-13 23:25:00,639,376,42,737,741
2021-07-13 23:30:00,162,639,376,42,737
2021-07-13 23:35:00,804,162,639,376,42
2021-07-13 23:40:00,229,804,162,639,376
2021-07-13 23:45:00,473,229,804,162,639
2021-07-13 23:50:00,514,473,229,804,162
2021-07-13 23:55:00,715,514,473,229,804
2021-07-14 00:00:00,126,715,514,473,229
2021-07-14 00:05:00,541,126,715,514,473
2021-07-14 00:10:00,150,541,126,715,514
2021-07-14 00:15:00,409,150,541,126,715
2021-07-14 00:20:00,899,409,150,541,126
2021-07-14 00:25:00,676,899,409,150,541
2021-07-14 00:30:00,321,676,899,409,150
2021-07-14 00:35:00,252,321,676,899,409
2021-07-14 00:40:00,681,252,321,676,899
2021-07-14 00:45:00,990,681,252,321,676
2021-07-14 00:50:00,363,990,681,252,321
2021-07-14 00:55:00,116,363,990,681,252
2021-07-14 01:00:00,862,116,363,990,681
2021-07-14 01:05:00,343,862,116,363,990
2021-07-14 01:10:00,523,343,862,116,363
2021-07-14 01:15:00,264,523,343,862,116
2021-07-14 01:20:00,193,264,523,343,862
2021-07-14 01:25:00,599,193,264,523,343
2021-07-14 01:30:00,801,599,193,264,523
2021-07-14 01:35:00,819,801,599,193,264
2021-07-14 01:40:00,876,819,801,599,193
2021-07-14 01:45:00,903,876,819,801,599
2021-07-14 01:50:00,16,903,876,819,801
2021-07-14 01:55:00,857,16,903,876,819
2021-07-14 02:00:00,725,857,16,903,876
2021-07-14 02:05:00,708,725,857,16,903
2021-07-14 02:10:00,646,708,725,857,16
2021-07-14 02:15:00,226,646,708,725,857
2021-07-14 02:20:00,534,226,646,708,725
2021-07-14 02:25:00,86,534,226,646,708
2021-07-14 02:30:00,176,86,534,226,646
2021-07-14 02:35:00,163,176,86,534,226
2021-07-14 02:40:00,896,163,176,86,534
2021-07-14 02:45:00,677,896,163,176,86
2021-07-14 02:50:00,713,677,896,163,176
2021-07-14 02:55:00,432,713,677,896,163
2021-07-14 03:00:00,168,432,713,677,896
2021-07-14 03:05:00,948,168,432,713,677
2021-07-14 03:10:00,289,948,168,432,713
2021-07-14 03:15:00,818,289,948,168,432
2021-07-14 03:20:00,636,818,289,948,168
2021-07-14 03:25:00,219,636,818,289,948
2021-07-14 03:30:00,530,219,636,818,289
2021-07-14 03:35:00,750,530,219,636,818
2021-07-14 03:40:00,644,750,530,219,636
2021-07-14 03:45:00,186,644,750,530,219
2021-07-14 03:50:00,215,186,644,750,530
2021-07-14 03:55:00,82,215,186,644,750
2021-07-14 04:00:00,580,82,215,186,644
2021-07-14 04:05:00,201,580,82,215,186
2021-07-14 04:10:00,186,201,580,82,215
2021-07-14 04:15:00,158,186,201,580,82
2021-07-14 04:20:00,858,158,186,201,580
2021-07-14 04:25:00,231,858,158,186,201
2021-07-14 04:30:00,242,231,858,158,186
2021-07-14 04:35:00,773,242,231,858,158
2021-07-14 04:40:00,739,773,242,231,858
2021-07-14 04:45:00,508,739,773,242,231
2021-07-14 04:50:00,503,508,739,773,242
2021-07-14 04:55:00,931,503,508,739,773
2021-07-14 05:00:00,952,931,503,508,739
2021-07-14 05:05:00,718,952,931,503,508
2021-07-14 05:10:00,68,718,952,931,503
2021-07-14 05:15:00,737,68,718,952,931
2021-07-14 05:20:00,688,737,68,718,952
2021-07-14 05:25:00,752,688,737,68,718
2021-07-14 05:30:00,371,752,688,737,68
2021-07-14 05:35:00,154,371,752,688,737
2021-07-14 05:40:00,804,154,371,752,688
2021-07-14 05:45:00,233,804,154,371,752
